Project Name,Package Name,Type Name,Method Name,LOC,CC,PC,Line no,IsTest,Main prod class tested,Production classes tested
a3,com.nonononoki.alovoa.service,AuthService,getCurrentUser,3,1,0,52,0,com.nonononoki.alovoa.service.AuthService,com.nonononoki.alovoa.service.AuthService
a3,com.nonononoki.alovoa.service,AuthService,getOauth2Email,9,2,0,56,0,,
a3,com.nonononoki.alovoa.service,NotificationService,pushService,8,2,0,61,0,,
a3,com.nonononoki.alovoa.service,NotificationService,subscribe,14,3,1,71,0,com.nonononoki.alovoa.service.AuthService,com.nonononoki.alovoa.service.AuthService
a3,com.nonononoki.alovoa.service,NotificationService,newLike,12,1,1,87,0,com.nonononoki.alovoa.service.NotificationService,com.nonononoki.alovoa.service.NotificationService; com.nonononoki.alovoa.Tools
a3,com.nonononoki.alovoa.service,NotificationService,newMatch,12,1,1,102,0,com.nonononoki.alovoa.service.NotificationService,com.nonononoki.alovoa.service.NotificationService; com.nonononoki.alovoa.Tools
a3,com.nonononoki.alovoa.service,NotificationService,newMessage,12,1,1,117,0,com.nonononoki.alovoa.service.NotificationService,com.nonononoki.alovoa.service.NotificationService; com.nonononoki.alovoa.Tools
a3,com.nonononoki.alovoa.service,NotificationService,send,7,2,2,132,0,com.nonononoki.alovoa.service.NotificationService,com.nonononoki.alovoa.service.NotificationService
a3,com.nonononoki.alovoa.service,SearchService,getGeocoder,6,2,0,70,0,,
a3,com.nonononoki.alovoa.service,SearchService,searchDefault,12,3,0,77,0,com.nonononoki.alovoa.service.SearchService,com.nonononoki.alovoa.service.SearchService; com.nonononoki.alovoa.service.AuthService; com.nonononoki.alovoa.repo.UserRepository
a3,com.nonononoki.alovoa.service,SearchService,search,0,19,4,92,0,com.nonononoki.alovoa.service.SearchService,com.nonononoki.alovoa.service.SearchService; com.nonononoki.alovoa.entity.User; com.nonononoki.alovoa.repo.UserRepository; com.nonononoki.alovoa.Tools; com.nonononoki.alovoa.service.AuthService; com.nonononoki.alovoa.service.UserService; com.nonononoki.alovoa.service.PublicService
a3,com.nonononoki.alovoa.service,SearchService,filterUsers,16,5,4,284,0,,
a3,com.nonononoki.alovoa.service,SearchService,searchResultstoUserDto,15,4,3,303,0,com.nonononoki.alovoa.model.UserDto,com.nonononoki.alovoa.model.UserDto
a3,com.nonononoki.alovoa.service,SearchService,getCountryIsoByLocation,9,2,2,326,0,com.nonononoki.alovoa.service.SearchService,com.nonononoki.alovoa.service.SearchService
a3,com.nonononoki.alovoa.service,MessageService,send,11,1,2,96,0,com.nonononoki.alovoa.service.MessageService,com.nonononoki.alovoa.service.MessageService; com.nonononoki.alovoa.service.NotificationService; com.nonononoki.alovoa.service.AuthService; com.nonononoki.alovoa.entity.user.Conversation
a3,com.nonononoki.alovoa.service,MessageService,getConversationById,7,2,1,112,0,,
a3,com.nonononoki.alovoa.service,MessageService,checkConversation,5,2,2,120,0,com.nonononoki.alovoa.entity.user.Conversation,com.nonononoki.alovoa.entity.user.Conversation
a3,com.nonononoki.alovoa.service,MessageService,checkMessageLength,5,2,1,126,0,,
a3,com.nonononoki.alovoa.service,MessageService,checkBlockedUsers,5,2,2,132,0,com.nonononoki.alovoa.service.MessageService,com.nonononoki.alovoa.service.MessageService
a3,com.nonononoki.alovoa.service,MessageService,checkUserBlocked,3,1,2,138,0,,
a3,com.nonononoki.alovoa.service,MessageService,createNewMessage,12,2,3,143,0,com.nonononoki.alovoa.Tools,com.nonononoki.alovoa.Tools; com.nonononoki.alovoa.entity.user.Conversation
a3,com.nonononoki.alovoa.service,MessageService,saveMessage,11,2,2,157,0,,
a3,com.nonononoki.alovoa.service,MessageService,updateCheckedDate,21,2,1,171,0,com.nonononoki.alovoa.service.AuthService,com.nonononoki.alovoa.service.AuthService
a3,com.nonononoki.alovoa.service,PublicService,text,4,1,1,16,0,,
a3,com.nonononoki.alovoa.config,WebMvcConfig,addCorsMappings,3,1,1,22,0,,
a3,com.nonononoki.alovoa.config,WebMvcConfig,addResourceHandlers,3,1,1,27,0,,
a3,com.nonononoki.alovoa.config,WebMvcConfig,addInterceptors,5,1,1,32,0,,
a3,com.nonononoki.alovoa.config,WebMvcConfig,localeResolver,3,1,0,39,0,,
a3,com.nonononoki.alovoa.config,WebMvcConfig,messageSource,6,1,0,44,0,,
a3,com.nonononoki.alovoa.config,SecurityConfig,getRoleUser,3,1,0,71,0,,
a3,com.nonononoki.alovoa.config,SecurityConfig,getRoleAdmin,3,1,0,75,0,,
a3,com.nonononoki.alovoa.config,SecurityConfig,filterChain,12,2,1,79,0,com.nonononoki.alovoa.config.SecurityConfig,com.nonononoki.alovoa.config.SecurityConfig
a3,com.nonononoki.alovoa.config,SecurityConfig,authenticationManager,3,1,0,118,0,,
a3,com.nonononoki.alovoa.config,SecurityConfig,successHandler,3,1,0,123,0,,
a3,com.nonononoki.alovoa.config,SecurityConfig,authenticationFilter,9,1,0,128,0,com.nonononoki.alovoa.config.SecurityConfig,com.nonononoki.alovoa.config.SecurityConfig
a3,com.nonononoki.alovoa.config,SecurityConfig,sessionAuthenticationStrategy,9,1,0,140,0,com.nonononoki.alovoa.config.SecurityConfig,com.nonononoki.alovoa.config.SecurityConfig
a3,com.nonononoki.alovoa.config,SecurityConfig,getSessionInformationExpiredStrategy,4,1,0,150,0,,
a3,com.nonononoki.alovoa.config,SecurityConfig,sessionRegistry,3,1,0,155,0,,
a3,com.nonononoki.alovoa.config,SecurityConfig,rememberMeServices,3,1,0,160,0,,
a3,com.nonononoki.alovoa.config,SecurityConfig,oAuthRememberMeServices,5,1,0,165,0,,
a3,com.nonononoki.alovoa.config,SecurityConfig,passwordEncoder,3,1,0,173,0,,
a3,com.nonononoki.alovoa.config,SecurityConfig,authProvider,3,1,0,178,0,,
a3,com.nonononoki.alovoa.config,SecurityConfig,corsFilter,10,1,0,183,0,,
a3,com.nonononoki.alovoa.config,SecurityConfig,getOAuthRememberMeServices,3,1,0,195,0,com.nonononoki.alovoa.config.SecurityConfig,com.nonononoki.alovoa.config.SecurityConfig
a3,com.nonononoki.alovoa.config,EventListenerConfig,handleContextRefresh,6,1,1,77,0,com.nonononoki.alovoa.config.EventListenerConfig,com.nonononoki.alovoa.config.EventListenerConfig
a3,com.nonononoki.alovoa.config,EventListenerConfig,setDefaultUserMiscInfo,25,2,0,85,0,,
a3,com.nonononoki.alovoa.config,EventListenerConfig,setDefaultAdmin,9,2,0,155,0,,
a3,com.nonononoki.alovoa.config,EventListenerConfig,setDefaultGenders,13,2,0,165,0,,
a3,com.nonononoki.alovoa.config,EventListenerConfig,setDefaulIntentions,13,2,0,183,0,,
a3,com.nonononoki.alovoa.config,EventListenerConfig,removeInvalidUsers,16,3,0,199,0,com.nonononoki.alovoa.service.UserService,com.nonononoki.alovoa.service.UserService; com.nonononoki.alovoa.repo.UserRepository
a3,com.nonononoki.alovoa.entity,User,User,3,1,0,179,0,,
a3,com.nonononoki.alovoa.entity,User,User,3,1,1,184,0,,
a3,com.nonononoki.alovoa.entity,User,getAuthorities,12,2,0,188,0,com.nonononoki.alovoa.config.SecurityConfig,com.nonononoki.alovoa.config.SecurityConfig
a3,com.nonononoki.alovoa.entity,User,getUsername,3,1,0,202,0,,
a3,com.nonononoki.alovoa.entity,User,isAccountNonExpired,3,1,0,207,0,,
a3,com.nonononoki.alovoa.entity,User,isAccountNonLocked,3,1,0,212,0,,
a3,com.nonononoki.alovoa.entity,User,isCredentialsNonExpired,3,1,0,217,0,,
a3,com.nonononoki.alovoa.entity,User,isEnabled,3,1,0,222,0,,
a3,com.nonononoki.alovoa.entity,User,getPreferedMinAge,8,1,0,227,0,com.nonononoki.alovoa.Tools,com.nonononoki.alovoa.Tools
a3,com.nonononoki.alovoa.entity,User,setPreferedMinAge,7,1,1,235,0,com.nonononoki.alovoa.Tools,com.nonononoki.alovoa.Tools
a3,com.nonononoki.alovoa.entity,User,getPreferedMaxAge,8,1,0,242,0,com.nonononoki.alovoa.Tools,com.nonononoki.alovoa.Tools
a3,com.nonononoki.alovoa.entity,User,setPreferedMaxAge,7,1,1,250,0,com.nonononoki.alovoa.Tools,com.nonononoki.alovoa.Tools
a3,com.nonononoki.alovoa.entity,User,setPreferedMinAge,3,1,2,257,0,com.nonononoki.alovoa.Tools,com.nonononoki.alovoa.Tools
a3,com.nonononoki.alovoa.entity,User,setPreferedMaxAge,3,1,2,261,0,com.nonononoki.alovoa.Tools,com.nonononoki.alovoa.Tools
a3,com.nonononoki.alovoa.entity,User,writeObject,3,1,1,265,0,,
a3,com.nonononoki.alovoa.entity,User,readObject,3,1,1,270,0,,
a3,com.nonononoki.alovoa.entity.user,UserInterest,equals,10,3,1,31,0,,
a3,com.nonononoki.alovoa.entity.user,UserInterest,hashCode,3,1,0,46,0,,
a3,com.nonononoki.alovoa.entity.user,Conversation,containsUser,3,1,1,45,0,,
a3,com.nonononoki.alovoa.entity.user,Conversation,getPartner,5,1,1,49,0,,
a3,com.nonononoki.alovoa.entity.user,Conversation,isBlocked,5,1,1,55,0,com.nonononoki.alovoa.repo.UserBlockRepository,com.nonononoki.alovoa.repo.UserBlockRepository
a3,com.nonononoki.alovoa.component,RestExceptionHandler,handleConflict,11,2,2,28,0,,
a3,com.nonononoki.alovoa.component,SuccessHandler,SuccessHandler,4,1,1,39,0,,
a3,com.nonononoki.alovoa.component,SuccessHandler,onAuthenticationSuccess,23,3,3,44,0,com.nonononoki.alovoa.service.AuthService,com.nonononoki.alovoa.service.AuthService; com.nonononoki.alovoa.Tools
a3,com.nonononoki.alovoa.component,AuthProvider,authenticate,41,9,1,44,0,com.nonononoki.alovoa.config.SecurityConfig,com.nonononoki.alovoa.config.SecurityConfig; com.nonononoki.alovoa.Tools; com.nonononoki.alovoa.repo.UserRepository
a3,com.nonononoki.alovoa.component,AuthProvider,supports,3,1,1,96,0,,
a3,com.nonononoki.alovoa.component,CustomTokenBasedRememberMeServices,CustomTokenBasedRememberMeServices,3,1,2,22,0,,
a3,com.nonononoki.alovoa.component,CustomTokenBasedRememberMeServices,retrieveUserName,6,2,1,26,0,com.nonononoki.alovoa.component.CustomTokenBasedRememberMeServices,com.nonononoki.alovoa.component.CustomTokenBasedRememberMeServices
a3,com.nonononoki.alovoa.component,CustomTokenBasedRememberMeServices,onLoginSuccess,25,4,3,35,0,com.nonononoki.alovoa.component.CustomTokenBasedRememberMeServices,com.nonononoki.alovoa.component.CustomTokenBasedRememberMeServices
a3,com.nonononoki.alovoa.component,CustomTokenBasedRememberMeServices,getRememberMeCookie,8,1,3,69,0,com.nonononoki.alovoa.component.CustomTokenBasedRememberMeServices,com.nonononoki.alovoa.component.CustomTokenBasedRememberMeServices
a3,com.nonononoki.alovoa.component,CustomTokenBasedRememberMeServices,getCookiePath,4,1,1,79,0,,
a3,com.nonononoki.alovoa.component,CustomTokenBasedRememberMeServices,isInstanceOfUserDetails,3,1,1,85,0,,
a3,com.nonononoki.alovoa.component,CustomTokenBasedRememberMeServices,getRememberMeCookieData,7,1,2,90,0,,
a3,com.nonononoki.alovoa.component,CustomTokenBasedRememberMeServices,getRememberMeCookieData,3,1,1,99,0,com.nonononoki.alovoa.component.CustomTokenBasedRememberMeServices,com.nonononoki.alovoa.component.CustomTokenBasedRememberMeServices
a3,com.nonononoki.alovoa.component,TextEncryptorConverter,getIvSpec,6,2,0,39,0,,
a3,com.nonononoki.alovoa.component,TextEncryptorConverter,getKeySpec,6,2,0,46,0,,
a3,com.nonononoki.alovoa.component,TextEncryptorConverter,getEnCipher,7,2,0,53,0,com.nonononoki.alovoa.component.TextEncryptorConverter,com.nonononoki.alovoa.component.TextEncryptorConverter
a3,com.nonononoki.alovoa.component,TextEncryptorConverter,getDeCipher,7,2,0,62,0,com.nonononoki.alovoa.component.TextEncryptorConverter,com.nonononoki.alovoa.component.TextEncryptorConverter
a3,com.nonononoki.alovoa.component,TextEncryptorConverter,encode,4,1,1,71,0,com.nonononoki.alovoa.component.TextEncryptorConverter,com.nonononoki.alovoa.component.TextEncryptorConverter
a3,com.nonononoki.alovoa.component,TextEncryptorConverter,decode,4,1,1,78,0,com.nonononoki.alovoa.component.TextEncryptorConverter,com.nonononoki.alovoa.component.TextEncryptorConverter
a3,com.nonononoki.alovoa.component,TextEncryptorConverter,convertToDatabaseColumn,8,1,1,85,0,com.nonononoki.alovoa.component.TextEncryptorConverter,com.nonononoki.alovoa.component.TextEncryptorConverter
a3,com.nonononoki.alovoa.component,TextEncryptorConverter,convertToEntityAttribute,8,1,1,94,0,com.nonononoki.alovoa.component.TextEncryptorConverter,com.nonononoki.alovoa.component.TextEncryptorConverter
a3,com.nonononoki.alovoa.component,AuthFilter,attemptAuthentication,10,1,2,21,0,,
a3,com.nonononoki.alovoa.component,FailureHandler,onAuthenticationFailure,4,1,3,20,0,,
a3,com.nonononoki.alovoa.component,CustomUserDetailsService,loadUserByUsername,7,2,1,18,0,com.nonononoki.alovoa.repo.UserRepository,com.nonononoki.alovoa.repo.UserRepository
a3,com.nonononoki.alovoa.model,ConversationDto,conversationToDto,16,3,3,30,0,com.nonononoki.alovoa.model.UserDto,com.nonononoki.alovoa.model.UserDto; com.nonononoki.alovoa.model.MessageDto; com.nonononoki.alovoa.entity.user.Conversation
a3,com.nonononoki.alovoa.model,UserInterestDto,UserInterestDto,4,1,2,8,0,,
a3,com.nonononoki.alovoa.model,NotificationDto,notificationToNotificationDto,7,1,4,27,0,com.nonononoki.alovoa.model.UserDto,com.nonononoki.alovoa.model.UserDto
a3,com.nonononoki.alovoa.model,AuthToken,AuthToken,7,1,2,18,0,,
a3,com.nonononoki.alovoa.model,AuthToken,AuthToken,7,1,4,26,0,,
a3,com.nonononoki.alovoa.model,AlovoaException,AlovoaException,3,1,1,8,0,,
a3,com.nonononoki.alovoa.model,UserGdpr,userToUserGdpr,39,4,1,45,0,com.nonononoki.alovoa.entity.User,com.nonononoki.alovoa.entity.User
a3,com.nonononoki.alovoa.model,UserVerificationDto,map,8,1,3,23,0,com.nonononoki.alovoa.model.UserDto,com.nonononoki.alovoa.model.UserDto; com.nonononoki.alovoa.service.UserService
a3,com.nonononoki.alovoa.model,MessageDto,messageToDto,9,1,2,20,0,,
a3,com.nonononoki.alovoa.model,MessageDto,messagesToDtos,7,2,2,30,0,com.nonononoki.alovoa.model.MessageDto,com.nonononoki.alovoa.model.MessageDto
a3,com.nonononoki.alovoa.model,WebPushDto,toEntity,10,1,1,25,0,,
a3,com.nonononoki.alovoa.model,DonationDto,donationToDto,8,1,4,28,0,com.nonononoki.alovoa.model.UserDto,com.nonononoki.alovoa.model.UserDto
a3,com.nonononoki.alovoa.model,DonationDto,donationToDto,8,1,5,39,0,com.nonononoki.alovoa.model.UserDto,com.nonononoki.alovoa.model.UserDto
a3,com.nonononoki.alovoa.model,DonationDto,userToDto,7,1,4,51,0,com.nonononoki.alovoa.model.UserDto,com.nonononoki.alovoa.model.UserDto
a3,com.nonononoki.alovoa.model,DonationDto,userToDto,7,1,5,61,0,com.nonononoki.alovoa.model.UserDto,com.nonononoki.alovoa.model.UserDto
a3,com.nonononoki.alovoa.model,DonationDto,donationsToDtos,12,4,5,71,0,com.nonononoki.alovoa.model.DonationDto,com.nonononoki.alovoa.model.DonationDto
a3,com.nonononoki.alovoa.model,DonationDto,usersToDtos,12,4,5,88,0,com.nonononoki.alovoa.model.DonationDto,com.nonononoki.alovoa.model.DonationDto
a3,com.nonononoki.alovoa.model,UserDto,userToUserDto,3,1,4,81,0,com.nonononoki.alovoa.model.UserDto,com.nonononoki.alovoa.model.UserDto
a3,com.nonononoki.alovoa.model,UserDto,userToUserDto,101,23,5,87,0,com.nonononoki.alovoa.Tools,com.nonononoki.alovoa.Tools; com.nonononoki.alovoa.model.UserDto; com.nonononoki.alovoa.DateUtils; com.nonononoki.alovoa.entity.User
a3,com.nonononoki.alovoa.model,UserDto,encodeId,3,1,2,199,0,com.nonononoki.alovoa.component.TextEncryptorConverter,com.nonononoki.alovoa.component.TextEncryptorConverter
a3,com.nonononoki.alovoa.model,UserDto,decodeIdThrowing,4,1,2,206,0,com.nonononoki.alovoa.component.TextEncryptorConverter,com.nonononoki.alovoa.component.TextEncryptorConverter
a3,com.nonononoki.alovoa.model,UserDto,decodeId,10,1,2,213,0,com.nonononoki.alovoa.component.TextEncryptorConverter,com.nonononoki.alovoa.component.TextEncryptorConverter
a3,com.nonononoki.alovoa.model,UserDto,getUserZodiac,19,13,1,223,0,,
a3,com.nonononoki.alovoa.model,UserDto,isVerifiedByUsers,6,2,1,256,0,,
a3,com.nonononoki.alovoa.lib,OxCaptcha,OxCaptcha,15,1,2,51,0,,
a3,com.nonononoki.alovoa.lib,OxCaptcha,setCharSet,3,1,1,70,0,,
a3,com.nonononoki.alovoa.lib,OxCaptcha,setFont,3,1,1,75,0,com.nonononoki.alovoa.lib.OxCaptcha,com.nonononoki.alovoa.lib.OxCaptcha
a3,com.nonononoki.alovoa.lib,OxCaptcha,setFont,5,1,3,79,0,,
a3,com.nonononoki.alovoa.lib,OxCaptcha,setHollow,3,1,0,85,0,,
a3,com.nonononoki.alovoa.lib,OxCaptcha,background,3,1,0,89,0,com.nonononoki.alovoa.lib.OxCaptcha,com.nonononoki.alovoa.lib.OxCaptcha
a3,com.nonononoki.alovoa.lib,OxCaptcha,background,5,1,1,93,0,,
a3,com.nonononoki.alovoa.lib,OxCaptcha,foreground,3,1,1,99,0,,
a3,com.nonononoki.alovoa.lib,OxCaptcha,text,3,1,0,103,0,com.nonononoki.alovoa.lib.OxCaptcha,com.nonononoki.alovoa.lib.OxCaptcha
a3,com.nonononoki.alovoa.lib,OxCaptcha,text,3,1,1,107,0,com.nonononoki.alovoa.lib.OxCaptcha,com.nonononoki.alovoa.lib.OxCaptcha
a3,com.nonononoki.alovoa.lib,OxCaptcha,genText,7,2,1,111,0,,
a3,com.nonononoki.alovoa.lib,OxCaptcha,text,3,1,1,119,0,com.nonononoki.alovoa.lib.OxCaptcha,com.nonononoki.alovoa.lib.OxCaptcha
a3,com.nonononoki.alovoa.lib,OxCaptcha,text,3,1,2,123,0,com.nonononoki.alovoa.lib.OxCaptcha,com.nonononoki.alovoa.lib.OxCaptcha
a3,com.nonononoki.alovoa.lib,OxCaptcha,text,3,1,1,127,0,,
a3,com.nonononoki.alovoa.lib,OxCaptcha,text,6,1,4,131,0,,
a3,com.nonononoki.alovoa.lib,OxCaptcha,text,3,1,4,138,0,,
a3,com.nonononoki.alovoa.lib,OxCaptcha,text,10,2,5,142,0,,
a3,com.nonononoki.alovoa.lib,OxCaptcha,text,7,2,5,153,0,,
a3,com.nonononoki.alovoa.lib,OxCaptcha,text,10,2,5,161,0,com.nonononoki.alovoa.lib.OxCaptcha,com.nonononoki.alovoa.lib.OxCaptcha
a3,com.nonononoki.alovoa.lib,OxCaptcha,textRelative,7,2,3,172,0,com.nonononoki.alovoa.lib.OxCaptcha,com.nonononoki.alovoa.lib.OxCaptcha
a3,com.nonononoki.alovoa.lib,OxCaptcha,textCentered,10,2,2,180,0,,
a3,com.nonononoki.alovoa.lib,OxCaptcha,textCentered,10,2,3,191,0,,
a3,com.nonononoki.alovoa.lib,OxCaptcha,textRelative,23,2,4,210,0,com.nonononoki.alovoa.lib.OxCaptcha,com.nonononoki.alovoa.lib.OxCaptcha
a3,com.nonononoki.alovoa.lib,OxCaptcha,textAbsolute,14,2,4,245,0,com.nonononoki.alovoa.lib.OxCaptcha,com.nonononoki.alovoa.lib.OxCaptcha
a3,com.nonononoki.alovoa.lib,OxCaptcha,textCentered,35,4,3,263,0,com.nonononoki.alovoa.lib.OxCaptcha,com.nonononoki.alovoa.lib.OxCaptcha
a3,com.nonononoki.alovoa.lib,OxCaptcha,renderString,4,1,3,301,0,,
a3,com.nonononoki.alovoa.lib,OxCaptcha,renderChar,14,2,3,306,0,,
a3,com.nonononoki.alovoa.lib,OxCaptcha,blur,3,1,0,321,0,com.nonononoki.alovoa.lib.OxCaptcha,com.nonononoki.alovoa.lib.OxCaptcha
a3,com.nonononoki.alovoa.lib,OxCaptcha,blur,11,2,1,325,0,,
a3,com.nonononoki.alovoa.lib,OxCaptcha,gbConvolve,26,5,3,339,0,,
a3,com.nonononoki.alovoa.lib,OxCaptcha,blurGaussian,3,1,1,367,0,com.nonononoki.alovoa.lib.OxCaptcha,com.nonononoki.alovoa.lib.OxCaptcha
a3,com.nonononoki.alovoa.lib,OxCaptcha,blurGaussian,11,2,2,371,0,com.nonononoki.alovoa.lib.OxCaptcha,com.nonononoki.alovoa.lib.OxCaptcha
a3,com.nonononoki.alovoa.lib,OxCaptcha,blurGaussian3x3,8,1,0,384,0,,
a3,com.nonononoki.alovoa.lib,OxCaptcha,blurGaussian5x5s1,8,1,0,396,0,,
a3,com.nonononoki.alovoa.lib,OxCaptcha,blurGaussian5x5s2,8,1,0,411,0,,
a3,com.nonononoki.alovoa.lib,OxCaptcha,noiseCurvedLine,3,1,0,425,0,com.nonononoki.alovoa.lib.OxCaptcha,com.nonononoki.alovoa.lib.OxCaptcha
a3,com.nonononoki.alovoa.lib,OxCaptcha,noiseCurvedLine,3,1,1,429,0,com.nonononoki.alovoa.lib.OxCaptcha,com.nonononoki.alovoa.lib.OxCaptcha
a3,com.nonononoki.alovoa.lib,OxCaptcha,noiseCurvedLine,3,1,2,433,0,com.nonononoki.alovoa.lib.OxCaptcha,com.nonononoki.alovoa.lib.OxCaptcha
a3,com.nonononoki.alovoa.lib,OxCaptcha,noiseCurvedLine,3,1,3,437,0,com.nonononoki.alovoa.lib.OxCaptcha,com.nonononoki.alovoa.lib.OxCaptcha
a3,com.nonononoki.alovoa.lib,OxCaptcha,noiseCurvedLine,25,6,4,441,0,,
a3,com.nonononoki.alovoa.lib,OxCaptcha,noiseStrokes,3,1,0,481,0,com.nonononoki.alovoa.lib.OxCaptcha,com.nonononoki.alovoa.lib.OxCaptcha
a3,com.nonononoki.alovoa.lib,OxCaptcha,noiseStrokes,10,2,2,485,0,,
a3,com.nonononoki.alovoa.lib,OxCaptcha,noiseEllipses,8,2,2,497,0,,
a3,com.nonononoki.alovoa.lib,OxCaptcha,noiseStraightLine,3,1,0,507,0,com.nonononoki.alovoa.lib.OxCaptcha,com.nonononoki.alovoa.lib.OxCaptcha
a3,com.nonononoki.alovoa.lib,OxCaptcha,noiseStraightLine,28,1,2,511,0,,
a3,com.nonononoki.alovoa.lib,OxCaptcha,noiseSaltPepper,3,1,0,551,0,com.nonononoki.alovoa.lib.OxCaptcha,com.nonononoki.alovoa.lib.OxCaptcha
a3,com.nonononoki.alovoa.lib,OxCaptcha,noiseSaltPepper,17,3,2,555,0,,
a3,com.nonononoki.alovoa.lib,OxCaptcha,noiseWhiteGaussian,3,1,0,577,0,com.nonononoki.alovoa.lib.OxCaptcha,com.nonononoki.alovoa.lib.OxCaptcha
a3,com.nonononoki.alovoa.lib,OxCaptcha,noiseWhiteGaussian,10,3,1,581,0,,
a3,com.nonononoki.alovoa.lib,OxCaptcha,noiseWhiteUniform,10,3,0,592,0,,
a3,com.nonononoki.alovoa.lib,OxCaptcha,distortion,3,1,0,603,0,com.nonononoki.alovoa.lib.OxCaptcha,com.nonononoki.alovoa.lib.OxCaptcha
a3,com.nonononoki.alovoa.lib,OxCaptcha,distortionFishEye,27,6,0,607,0,com.nonononoki.alovoa.lib.OxCaptcha,com.nonononoki.alovoa.lib.OxCaptcha
a3,com.nonononoki.alovoa.lib,OxCaptcha,distortionStretch,5,1,0,669,0,com.nonononoki.alovoa.lib.OxCaptcha,com.nonononoki.alovoa.lib.OxCaptcha
a3,com.nonononoki.alovoa.lib,OxCaptcha,distortionStretch,5,1,2,675,0,,
a3,com.nonononoki.alovoa.lib,OxCaptcha,distortionElectric,3,1,0,681,0,com.nonononoki.alovoa.lib.OxCaptcha,com.nonononoki.alovoa.lib.OxCaptcha
a3,com.nonononoki.alovoa.lib,OxCaptcha,distortionElectric,16,3,3,685,0,,
a3,com.nonononoki.alovoa.lib,OxCaptcha,distortionElectric2,3,1,0,702,0,com.nonononoki.alovoa.lib.OxCaptcha,com.nonononoki.alovoa.lib.OxCaptcha
